Country,Job Title,Age,Quantity,Percentage
Germany,Database Tester,48,77.0,1.350403367239565
Germany,,30,,
Germany,Oracle Database Administrator (Oracle DBA),46,78.0,1.3679410733076114
Germany,,33,,
Germany,,48,,
Germany,Data Entry Representative,32,17.0,0.2981410031567871
Germany,Data Management Associate,53,72.0,1.2627148368993335
Germany,,24,,
Germany,Data Modeling Specialist,47,81.0,1.4205541915117503
Germany,Database Administrator (DBA),33,10.0,0.175377060680463
Germany,Data Storage Specialist,58,83.0,1.4556296036478429
Germany,Datastage Developer,42,10.0,0.175377060680463
Germany,Data Center Operator,52,17.0,0.2981410031567871
Germany,,22,,
Germany,Crime Data Specialist,28,8.0,0.14030164854437038
Germany,Head of Information Systems and Data Processing,45,71.0,1.2451771308312873
Germany,,51,,
Germany,,65,,
Germany,Data Processing Auxiliary Equipment Operator,39,8.0,0.14030164854437038
Germany,,67,,
Germany,Data Base Design Analyst,52,58.0,1.0171869519466854
Germany,LiDAR Data Analyst,47,11.0,0.1929147667485093
Germany,Database Consultant,50,84.0,1.4731673097158893
Germany,Database Engineer,48,77.0,1.350403367239565
Germany,,22,,
Germany,,37,,
Germany,Database Manager,35,78.0,1.3679410733076114
Germany,Databases Computer Consultant,58,52.0,0.9119607155384076
Germany,Database Designer,64,64.0,1.122413188354963
Germany,Data Processing Services Sales Representative,45,12.0,0.2104524728165556
Germany,,43,,
Germany,,22,,
Germany,Electronic Data Processing Auditor (EDP Auditor),49,65.0,1.1399508944230095
Germany,SQL Database Administrator,56,65.0,1.1399508944230095
Germany,,21,,
Germany,Database Development and Administration Project Manager,49,75.0,1.3153279551034724
Germany,Geographic Information Systems Data Manager (GIS Data Manager),45,64.0,1.122413188354963
Germany,"Engineer, System Electronic Data Processing (Engineer, System EDP)",29,61.0,1.0698000701508243
Germany,Data Modeling Specialist,45,81.0,1.4205541915117503
Germany,,49,,
Germany,,47,,
Germany,,36,,
Germany,Data Collection Technician,48,19.0,0.3332164152928797
Germany,Data Officer,48,101.0,1.7713083128726763
Germany,,60,,
Germany,Data Transcriber,23,14.0,0.24552788495264818
Germany,Data Sciences Director,45,16.0,0.28060329708874077
Germany,,66,,
Germany,Automatic Data Processing Planner (ADP Planner),43,77.0,1.350403367239565
Germany,Data Processing Consultant,37,53.0,0.9294984216064539
Germany,Data Scientist,53,67.0,1.175026306559102
Germany,Data Communications Analyst,24,69.0,1.2101017186951946
Germany,Data Specialist,59,10.0,0.175377060680463
Germany,Computer or Data Processing Systems Consultant,62,88.0,1.5433181339880744
Germany,,21,,
Germany,,43,,
Germany,SCADA Operator (Supervisory Control and Data Acquisition Operator),24,12.0,0.2104524728165556
Germany,,44,,
Germany,,48,,
Germany,,39,,
Germany,Data Officer,39,101.0,1.7713083128726763
Germany,,47,,
Germany,Database Engineer,67,77.0,1.350403367239565
Germany,"Engineer, System Electronic Data Processing (Engineer, System EDP)",51,61.0,1.0698000701508243
Germany,Database Management System Specialist (DBMS Specialist),46,76.0,1.3328656611715188
Germany,Electronic Data Interchange System Developer (EDI System Developer),39,60.0,1.052262364082778
Germany,,65,,
Germany,,39,,
Germany,Data Storage Specialist,30,83.0,1.4556296036478429
Germany,Database Analyst,23,22.0,0.3858295334970186
Germany,Data Systems Manager,39,69.0,1.2101017186951946
Germany,Data Processing Consultant,32,53.0,0.9294984216064539
Germany,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",48,12.0,0.2104524728165556
Germany,Database Engineer,51,77.0,1.350403367239565
Germany,,45,,
Germany,Data Officer,33,101.0,1.7713083128726763
Germany,,23,,
Germany,Electronic Data Processing Auditor (EDP Auditor),36,65.0,1.1399508944230095
Germany,Database Consultant,33,84.0,1.4731673097158893
Germany,Data Processing Consultant,49,53.0,0.9294984216064539
Germany,,40,,
Germany,,29,,
Germany,Database Analyst,49,22.0,0.3858295334970186
Germany,Data Communications Analyst,50,69.0,1.2101017186951946
Germany,,47,,
Germany,Database Modeler,50,64.0,1.122413188354963
Germany,,38,,
Germany,Data Management Associate,39,72.0,1.2627148368993335
Germany,,47,,
Germany,Voice and Data Technician,24,13.0,0.2279901788846019
Germany,,56,,
Germany,Data Entry Machine Operator,27,11.0,0.1929147667485093
Germany,,29,,
Germany,,52,,
Germany,Log Data Technician,23,12.0,0.2104524728165556
Germany,,22,,
Germany,,33,,
Germany,Data Officer,42,101.0,1.7713083128726763
Germany,Database Modeler,28,64.0,1.122413188354963
Germany,,32,,
Germany,,29,,
Germany,Data Security Analyst,53,77.0,1.350403367239565
Germany,Database Designer,53,64.0,1.122413188354963
Germany,Data Warehouse Analyst,44,69.0,1.2101017186951946
Germany,Micro Computer Data Processor,48,15.0,0.2630655910206945
Germany,,26,,
Germany,Data Warehouse Specialist,38,81.0,1.4205541915117503
Germany,,55,,
Germany,,20,,
Germany,Database Development and Administration Project Manager,54,75.0,1.3153279551034724
Germany,,45,,
Germany,Internet Database Specialist,45,72.0,1.2627148368993335
Germany,,22,,
Germany,Data Storage Specialist,47,83.0,1.4556296036478429
Germany,,25,,
Germany,Data Systems Manager,39,69.0,1.2101017186951946
Germany,,40,,
Germany,,57,,
Germany,Flight Data Technician,49,14.0,0.24552788495264818
Germany,,24,,
Germany,Data Warehousing Specialist,54,59.0,1.0347246580147316
Germany,,21,,
Germany,Data Base Design Analyst,34,58.0,1.0171869519466854
Germany,SQL Database Administrator,46,65.0,1.1399508944230095
Germany,Data Miner,48,72.0,1.2627148368993335
Germany,,45,,
Germany,,61,,
Germany,,52,,
Germany,Database Engineer,48,77.0,1.350403367239565
Germany,Database Software Technician,50,76.0,1.3328656611715188
Germany,Data Management Manager,31,7.0,0.12276394247632409
Germany,,49,,
Germany,Database Consultant,41,84.0,1.4731673097158893
Germany,Data Processing Consultant,57,53.0,0.9294984216064539
Germany,Internet Database Specialist,44,72.0,1.2627148368993335
Germany,,22,,
Germany,,22,,
Germany,,47,,
Germany,"Naval Tactical Data System--Combat Information Center Watch Officer, General",55,15.0,0.2630655910206945
Germany,,20,,
Germany,Flight Test Data Acquisition Technician,26,13.0,0.2279901788846019
Germany,Database Manager,42,78.0,1.3679410733076114
Germany,,44,,
Germany,Data Processing Auditor,35,67.0,1.175026306559102
Germany,Data Modeling Specialist,35,81.0,1.4205541915117503
Germany,Data Processing Manager,52,73.0,1.28025254296738
Germany,Data Communications Analyst,51,69.0,1.2101017186951946
Germany,,62,,
Germany,Clinical Trials Data Coordinator,45,5.0,0.0876885303402315
Germany,Geographic Information Systems Data Administrator (GIS Data Administrator),30,69.0,1.2101017186951946
Germany,,53,,
Germany,Database Administration Manager,34,65.0,1.1399508944230095
Germany,Database Coordinator,54,81.0,1.4205541915117503
Germany,Geographic Information Systems Data Specialist (GIS Data Specialist),51,87.0,1.525780427920028
Germany,Database Development and Administration Project Manager,31,75.0,1.3153279551034724
Germany,Data Recovery Planner,45,13.0,0.2279901788846019
Germany,Geographic Information Systems Database Administrator (GIS Database Administrator),30,73.0,1.28025254296738
Germany,Data Processing Supervisor,44,8.0,0.14030164854437038
Germany,,46,,
Germany,Data Warehouse Analyst,47,69.0,1.2101017186951946
Germany,,44,,
Germany,,20,,
Germany,Database Administration Associate,51,73.0,1.28025254296738
Germany,Database Architect,51,72.0,1.2627148368993335
Germany,Database Analyst,28,22.0,0.3858295334970186
Germany,Database Marketing Analyst,29,61.0,1.0698000701508243
Germany,Data Communications Software Consultant,44,73.0,1.28025254296738
Germany,,37,,
Germany,Internet Database Specialist,39,72.0,1.2627148368993335
Germany,Electronic Data Interchange System Developer (EDI System Developer),62,60.0,1.052262364082778
Germany,Geographic Information Systems Data Specialist (GIS Data Specialist),36,87.0,1.525780427920028
Germany,Internet Database Specialist,57,72.0,1.2627148368993335
Germany,Data Warehouse Developer,66,62.0,1.0873377762188705
Germany,,63,,
Germany,,65,,
Germany,Clinical Data Management Associate Director,31,12.0,0.2104524728165556
Germany,,20,,
Germany,Data Processing Systems Analyst,26,76.0,1.3328656611715188
Germany,Data Center Operator,59,17.0,0.2981410031567871
Germany,Oracle Database Administrator (Oracle DBA),48,78.0,1.3679410733076114
Germany,Database Administration Manager,36,65.0,1.1399508944230095
Germany,Geographic Information Systems Database Administrator (GIS Database Administrator),23,73.0,1.28025254296738
Germany,,37,,
Germany,Data Officer,24,101.0,1.7713083128726763
Germany,Data Warehousing Specialist,36,59.0,1.0347246580147316
Germany,Database Management System Specialist (DBMS Specialist),52,76.0,1.3328656611715188
Germany,,56,,
Germany,Data Warehouse Specialist,37,81.0,1.4205541915117503
Germany,Computer or Data Processing Systems Consultant,49,88.0,1.5433181339880744
Germany,,33,,
Germany,Database Development and Administration Project Manager,32,75.0,1.3153279551034724
Germany,,23,,
Germany,"Engineer, System Electronic Data Processing (Engineer, System EDP)",44,61.0,1.0698000701508243
Germany,Databases Computer Consultant,36,52.0,0.9119607155384076
Germany,Database Administration Manager,50,65.0,1.1399508944230095
Germany,,23,,
Germany,,29,,
Germany,,31,,
Germany,,21,,
Germany,Database Engineer,31,77.0,1.350403367239565
Germany,Data Processing Auditor,31,67.0,1.175026306559102
Germany,Automatic Data Processing Planner,32,78.0,1.3679410733076114
Germany,Oracle Database Administrator (Oracle DBA),43,78.0,1.3679410733076114
Germany,,38,,
Germany,Data Administrator,37,86.0,1.5082427218519818
Germany,,35,,
Germany,SCADA Operator (Supervisory Control and Data Acquisition Operator),47,12.0,0.2104524728165556
Germany,,36,,
Germany,Automatic Data Processing Planner (ADP Planner),30,77.0,1.350403367239565
Germany,Electronic Data Processing Auditor (EDP Auditor),47,65.0,1.1399508944230095
Germany,Data Miner,30,72.0,1.2627148368993335
Germany,Databases Computer Consultant,39,52.0,0.9119607155384076
Germany,Data Warehouse Developer,42,62.0,1.0873377762188705
Germany,,44,,
Germany,Data Warehouse Architect,52,77.0,1.350403367239565
Germany,,35,,
Germany,,55,,
Germany,Computer or Data Processing Systems Consultant,45,88.0,1.5433181339880744
Germany,Data Processing Systems Project Planner,51,65.0,1.1399508944230095
Germany,,24,,
Germany,,67,,
Germany,,32,,
Germany,Data Coordinator,64,88.0,1.5433181339880744
Germany,Database Specialist,44,61.0,1.0698000701508243
Germany,Database Management System Specialist (DBMS Specialist),61,76.0,1.3328656611715188
Germany,,37,,
Germany,Database Coordinator,28,81.0,1.4205541915117503
Germany,Data Processing Systems Project Planner,56,65.0,1.1399508944230095
Germany,,47,,
Germany,Data Architect,35,88.0,1.5433181339880744
Germany,Data Warehouse Analyst,52,69.0,1.2101017186951946
Germany,Database Management System Specialist (DBMS Specialist),43,76.0,1.3328656611715188
Germany,,29,,
Germany,,68,,
Germany,,49,,
Germany,,24,,
Germany,,18,,
Germany,Database Administration Associate,49,73.0,1.28025254296738
Germany,Database Architect,44,72.0,1.2627148368993335
Germany,Data Modeling Specialist,48,81.0,1.4205541915117503
Germany,Data Entry Technician,23,10.0,0.175377060680463
Germany,Automatic Data Processing Systems Security Specialist (ADP Systems Security),23,85.0,1.4907050157839354
Germany,Data Warehouse Architect,50,77.0,1.350403367239565
Germany,,50,,
Germany,,38,,
Germany,Data Warehouse Architect,47,77.0,1.350403367239565
Germany,,28,,
Germany,Data Base Design Analyst,37,58.0,1.0171869519466854
Germany,"Engineer, System Electronic Data Processing (Engineer, System EDP)",41,61.0,1.0698000701508243
Germany,,30,,
Germany,,39,,
Germany,Data Center Operator,40,17.0,0.2981410031567871
Germany,Field Traffic Data Technician,49,16.0,0.28060329708874077
Germany,,46,,
Germany,Head of Information Systems and Data Processing,50,71.0,1.2451771308312873
Germany,,26,,
Germany,Data Processing Consultant,31,53.0,0.9294984216064539
Germany,,64,,
Germany,Data Warehouse Architect,34,77.0,1.350403367239565
Germany,Database Modeler,37,64.0,1.122413188354963
Germany,Geographic Information Systems Data Administrator (GIS Data Administrator),59,69.0,1.2101017186951946
Germany,,31,,
Germany,Database Architect,32,72.0,1.2627148368993335
Germany,,37,,
Germany,Data Abstractor,50,7.0,0.12276394247632409
Germany,Data Processing Systems Analyst,57,76.0,1.3328656611715188
Germany,Data Management Information Technology Specialist,24,61.0,1.0698000701508243
Germany,Data Management Information Technology Specialist,49,61.0,1.0698000701508243
Germany,Naval Tactical Data System--Combat Information Center Officer,53,17.0,0.2981410031567871
Germany,,22,,
Germany,Internet Database Specialist,40,72.0,1.2627148368993335
Germany,Oracle Database Administrator (Oracle DBA),27,78.0,1.3679410733076114
Germany,,25,,
Germany,Data Warehouse Architect,44,77.0,1.350403367239565
Germany,,30,,
Germany,Data Warehouse Specialist,31,81.0,1.4205541915117503
Germany,Database Management System Specialist (DBMS Specialist),43,76.0,1.3328656611715188
Germany,Internet Database Specialist,23,72.0,1.2627148368993335
Germany,,32,,
Germany,,29,,
Germany,Director of Data Operations,55,78.0,1.3679410733076114
Germany,Data Architect,23,88.0,1.5433181339880744
Germany,Datastage Developer,30,10.0,0.175377060680463
Germany,,22,,
Germany,Data Processing Consultant,34,53.0,0.9294984216064539
Germany,,20,,
Germany,Data Scientist,39,67.0,1.175026306559102
Germany,Databases Software Consultant,48,44.0,0.7716590669940372
Germany,,30,,
Germany,Data Reduction Technician,62,15.0,0.2630655910206945
Germany,Head of Information Systems and Data Processing,45,71.0,1.2451771308312873
Germany,Geographic Information Systems Data Administrator (GIS Data Administrator),65,69.0,1.2101017186951946
Germany,Automatic Data Processing Customer Liaison (ADP Customer Liaison),31,88.0,1.5433181339880744
Germany,,23,,
Germany,,24,,
Germany,,67,,
Germany,,26,,
Germany,Database Design Analyst,44,58.0,1.0171869519466854
Germany,,37,,
Germany,,49,,
Germany,,31,,
Germany,Data Modeling Specialist,51,81.0,1.4205541915117503
Germany,Data Warehousing Engineer,44,59.0,1.0347246580147316
Germany,Data Warehouse Architect,61,77.0,1.350403367239565
Germany,,34,,
Germany,,35,,
Germany,,41,,
Germany,Data Entry Supervisor,38,12.0,0.2104524728165556
Germany,Data Warehousing Specialist,27,59.0,1.0347246580147316
Germany,Data Modeling Specialist,36,81.0,1.4205541915117503
Germany,Oracle Database Administrator (Oracle DBA),34,78.0,1.3679410733076114
Germany,Data Center Manager,36,4.0,0.07015082427218519
Germany,Computer or Data Processing Systems Consultant,24,88.0,1.5433181339880744
Germany,Data Management Information Technology Specialist,65,61.0,1.0698000701508243
Germany,,53,,
Germany,Voice and Data Technician,34,13.0,0.2279901788846019
Germany,,38,,
Germany,Database Tester,46,77.0,1.350403367239565
Germany,Electronic Data Interchange System Developer (EDI System Developer),32,60.0,1.052262364082778
Germany,Data Typist,56,14.0,0.24552788495264818
Germany,Database Software Technician,37,76.0,1.3328656611715188
Germany,Database Administration Associate,56,73.0,1.28025254296738
Germany,Clinical Data Manager,32,13.0,0.2279901788846019
Germany,Data Warehouse Developer,23,62.0,1.0873377762188705
Germany,Geographic Information Systems Data Manager (GIS Data Manager),44,64.0,1.122413188354963
Germany,,23,,
Germany,Head of Information Systems and Data Processing,30,71.0,1.2451771308312873
Germany,Data Base Design Analyst,25,58.0,1.0171869519466854
Germany,,50,,
Germany,Database Administration Associate,45,73.0,1.28025254296738
Germany,Automatic Data Processing Systems Security Specialist (ADP Systems Security),39,85.0,1.4907050157839354
Germany,,25,,
Germany,Database Modeler,51,64.0,1.122413188354963
Germany,,19,,
Germany,Data Warehouse Developer,48,62.0,1.0873377762188705
Germany,Data Security Analyst,35,77.0,1.350403367239565
Germany,Data Processing Manager,25,73.0,1.28025254296738
Germany,Data Security Administrator,24,67.0,1.175026306559102
Germany,,50,,
Germany,,58,,
Germany,Clinical Data Management Associate Director,56,12.0,0.2104524728165556
Germany,Database Administration Manager,45,65.0,1.1399508944230095
Germany,Computer or Data Processing Systems Consultant,30,88.0,1.5433181339880744
Germany,,52,,
Germany,Head of Information Systems and Data Processing,30,71.0,1.2451771308312873
Germany,Data Warehouse Developer,39,62.0,1.0873377762188705
Germany,Automatic Data Processing Planner,30,78.0,1.3679410733076114
Germany,,45,,
Germany,,47,,
Germany,Database Security Expert,59,62.0,1.0873377762188705
Germany,Database Administrator (DBA),57,10.0,0.175377060680463
Germany,Database Manager,48,78.0,1.3679410733076114
Germany,,23,,
Germany,Data Storage Specialist,36,83.0,1.4556296036478429
Germany,Data Storage Specialist,59,83.0,1.4556296036478429
Germany,Data Security Analyst,43,77.0,1.350403367239565
Germany,,25,,
Germany,,34,,
Germany,,36,,
Germany,,44,,
Germany,,31,,
Germany,,19,,
Germany,,18,,
Germany,Clinical Data Coordinator,37,10.0,0.175377060680463
Germany,Data Warehouse Architect,39,77.0,1.350403367239565
Germany,Data Systems Manager,34,69.0,1.2101017186951946
Germany,,44,,
Germany,,21,,
Germany,,24,,
Germany,Database Coordinator,30,81.0,1.4205541915117503
Germany,,54,,
Germany,Data Base Design Analyst,28,58.0,1.0171869519466854
Germany,,20,,
Germany,Database Security Expert,33,62.0,1.0873377762188705
Germany,Data Officer,49,101.0,1.7713083128726763
Germany,,29,,
Germany,Medical Data Analyst,21,13.0,0.2279901788846019
Germany,Data Warehousing Manager,35,61.0,1.0698000701508243
Germany,Oracle Database Administrator (Oracle DBA),37,78.0,1.3679410733076114
Germany,,37,,
Germany,Data Processing Manager,42,73.0,1.28025254296738
Germany,Data Compiler,48,16.0,0.28060329708874077
Germany,,55,,
Germany,,20,,
Germany,,27,,
Germany,,49,,
Germany,,39,,
Germany,Geographic Information Systems Data Specialist (GIS Data Specialist),25,87.0,1.525780427920028
Germany,,35,,
Germany,Data Processing Consultant,36,53.0,0.9294984216064539
Germany,,19,,
Germany,,44,,
Germany,Database Modeler,38,64.0,1.122413188354963
Germany,Electronic Data Processing Auditor (EDP Auditor),38,65.0,1.1399508944230095
Germany,Geographic Information Systems Data Specialist (GIS Data Specialist),53,87.0,1.525780427920028
Germany,Data Base Design Analyst,62,58.0,1.0171869519466854
Germany,,23,,
Germany,,62,,
Germany,Automatic Data Processing Customer Liaison (ADP Customer Liaison),27,88.0,1.5433181339880744
Germany,Data Communications Analyst,42,69.0,1.2101017186951946
Germany,Data Processing Systems Project Planner,39,65.0,1.1399508944230095
Germany,Data Warehouse Analyst,35,69.0,1.2101017186951946
Germany,Field Artillery Automated Tactical Data System Specialist,49,15.0,0.2630655910206945
Germany,Automatic Data Processing Planner,33,78.0,1.3679410733076114
Germany,Data Administrator,37,86.0,1.5082427218519818
Germany,Data Processing Systems Project Planner,57,65.0,1.1399508944230095
Denmark,,51,,
Denmark,Clinical Data Manager,31,13.0,0.2279901788846019
Denmark,,35,,
Denmark,Data Coordinator,49,88.0,1.5433181339880744
Denmark,,28,,
Denmark,,51,,
Denmark,,21,,
Denmark,Database Specialist,56,61.0,1.0698000701508243
Denmark,Automatic Data Processing Planner,39,78.0,1.3679410733076114
Denmark,SQL Database Administrator,45,65.0,1.1399508944230095
Denmark,,52,,
Denmark,Field Traffic Data Technician,60,16.0,0.28060329708874077
Denmark,Database Coordinator,43,81.0,1.4205541915117503
Denmark,Databases Computer Consultant,46,52.0,0.9119607155384076
Denmark,,18,,
Denmark,Medical Data Analyst,53,13.0,0.2279901788846019
Denmark,,40,,
Denmark,Database Coordinator,31,81.0,1.4205541915117503
Denmark,,60,,
Denmark,Automatic Data Processing Planner (ADP Planner),53,77.0,1.350403367239565
Denmark,Data Officer,36,101.0,1.7713083128726763
Denmark,Database Specialist,46,61.0,1.0698000701508243
Denmark,Data Keyer,23,9.0,0.1578393546124167
Denmark,Electronic Data Processing Auditor (EDP Auditor),53,65.0,1.1399508944230095
Denmark,,51,,
Denmark,Automatic Data Processing Planner,54,78.0,1.3679410733076114
Denmark,Data Communications Software Consultant,44,73.0,1.28025254296738
Denmark,,60,,
Denmark,Data Processing Manager,40,73.0,1.28025254296738
Denmark,Data Management Information Technology Specialist,41,61.0,1.0698000701508243
Denmark,Data Typist,48,14.0,0.24552788495264818
Denmark,Data Warehousing Specialist,58,59.0,1.0347246580147316
Denmark,Data Storage Specialist,41,83.0,1.4556296036478429
Denmark,Data Communications Software Consultant,54,73.0,1.28025254296738
Denmark,,50,,
Denmark,Data Processing Consultant,45,53.0,0.9294984216064539
Denmark,Health Data Analyst,45,13.0,0.2279901788846019
Denmark,,28,,
Denmark,,50,,
Denmark,Data Scientist,29,67.0,1.175026306559102
Denmark,Data Architect,31,88.0,1.5433181339880744
Denmark,Data Warehouse Analyst,24,69.0,1.2101017186951946
Denmark,,46,,
Denmark,,37,,
Denmark,,50,,
Denmark,,34,,
Denmark,Database Security Expert,48,62.0,1.0873377762188705
Denmark,Database Management System Specialist (DBMS Specialist),44,76.0,1.3328656611715188
Denmark,Database Tester,40,77.0,1.350403367239565
Denmark,Database Development and Administration Project Manager,53,75.0,1.3153279551034724
Denmark,Database Specialist,54,61.0,1.0698000701508243
Denmark,,35,,
Denmark,,27,,
Denmark,Survey Data Technician,60,11.0,0.1929147667485093
Denmark,,53,,
Denmark,Oracle Database Administrator (Oracle DBA),52,78.0,1.3679410733076114
Denmark,Director of Data Operations,55,78.0,1.3679410733076114
Denmark,,68,,
Denmark,Data Manager,21,14.0,0.24552788495264818
Denmark,Data Warehouse Architect,53,77.0,1.350403367239565
Denmark,,27,,
Denmark,,22,,
Denmark,,46,,
Denmark,,28,,
Denmark,,43,,
Denmark,Oracle Database Administrator (Oracle DBA),43,78.0,1.3679410733076114
Denmark,Database Development and Administration Project Manager,50,75.0,1.3153279551034724
Denmark,,31,,
Denmark,,25,,
Denmark,Automatic Data Processing Planner (ADP Planner),56,77.0,1.350403367239565
Denmark,,20,,
Denmark,Data Systems Manager,40,69.0,1.2101017186951946
Denmark,,25,,
Denmark,Data Transcriber,54,14.0,0.24552788495264818
Denmark,Database Engineer,28,77.0,1.350403367239565
Denmark,Database Security Expert,47,62.0,1.0873377762188705
Denmark,Database Consultant,56,84.0,1.4731673097158893
Denmark,,47,,
Denmark,,37,,
Denmark,,21,,
Denmark,Survey Data Technician,67,11.0,0.1929147667485093
Denmark,Database Modeler,51,64.0,1.122413188354963
Denmark,,34,,
Denmark,Oracle Database Administrator (Oracle DBA),45,78.0,1.3679410733076114
Denmark,,18,,
Denmark,,46,,
Denmark,,46,,
Denmark,Data Base Design Analyst,24,58.0,1.0171869519466854
Denmark,Data Communications Software Consultant,47,73.0,1.28025254296738
Denmark,Automatic Data Processing Systems Security Specialist (ADP Systems Security),29,85.0,1.4907050157839354
Denmark,Data Warehouse Specialist,40,81.0,1.4205541915117503
Denmark,Internet Database Specialist,47,72.0,1.2627148368993335
Denmark,Database Management System Specialist (DBMS Specialist),39,76.0,1.3328656611715188
Denmark,,60,,
Denmark,,26,,
Denmark,Data Communications Software Consultant,65,73.0,1.28025254296738
Denmark,Data Coordinator,54,88.0,1.5433181339880744
Denmark,,26,,
Denmark,,56,,
Denmark,,26,,
Denmark,Database Administration Associate,54,73.0,1.28025254296738
Denmark,Electronic Data Interchange System Developer (EDI System Developer),50,60.0,1.052262364082778
Denmark,Electronic Data Interchange System Developer (EDI System Developer),34,60.0,1.052262364082778
Denmark,,41,,
Denmark,Database Tester,46,77.0,1.350403367239565
Denmark,Data Officer,24,101.0,1.7713083128726763
Denmark,,50,,
Denmark,Data Warehouse Developer,51,62.0,1.0873377762188705
Denmark,Data Processing Auditor,47,67.0,1.175026306559102
Denmark,,63,,
Denmark,Data Warehouse Architect,51,77.0,1.350403367239565
Denmark,,32,,
Denmark,Database Designer,58,64.0,1.122413188354963
Denmark,Data Storage Specialist,53,83.0,1.4556296036478429
Denmark,,34,,
Denmark,Data Officer,68,101.0,1.7713083128726763
Denmark,Data Operations Director,31,38.0,0.6664328305857594
Denmark,Data Processing Consultant,45,53.0,0.9294984216064539
Denmark,Data Officer,53,101.0,1.7713083128726763
Estonia,,21,,
Estonia,Database Administration Manager,61,65.0,1.1399508944230095
Estonia,Director of Data Operations,34,78.0,1.3679410733076114
Estonia,,18,,
Estonia,,32,,
Estonia,,34,,
Estonia,Data Management Information Technology Specialist,33,61.0,1.0698000701508243
Estonia,Data Operations Director,34,38.0,0.6664328305857594
Estonia,Data Collection Technician,60,19.0,0.3332164152928797
Estonia,Data Processing Supervisor,61,8.0,0.14030164854437038
Estonia,Data Base Design Analyst,34,58.0,1.0171869519466854
Estonia,,26,,
Estonia,Data Entry Supervisor,24,12.0,0.2104524728165556
Estonia,,20,,
Estonia,Geographic Information Systems Data Specialist (GIS Data Specialist),42,87.0,1.525780427920028
Estonia,,30,,
Estonia,Database Manager,61,78.0,1.3679410733076114
Estonia,,47,,
Spain,Clinical Data Management Manager (CDM Manager),63,17.0,0.2981410031567871
Spain,Geographic Information Systems Data Administrator (GIS Data Administrator),45,69.0,1.2101017186951946
Spain,Database Security Expert,56,62.0,1.0873377762188705
Spain,Weight in Motion Field Data Collection Technician,49,10.0,0.175377060680463
Spain,Geographic Information Systems Data Administrator (GIS Data Administrator),54,69.0,1.2101017186951946
Spain,Data Entry Representative,69,17.0,0.2981410031567871
Spain,,28,,
Spain,Electronic Data Interchange System Developer (EDI System Developer),39,60.0,1.052262364082778
Spain,,33,,
Spain,Data Sciences Director,58,16.0,0.28060329708874077
Spain,Data Miner,29,72.0,1.2627148368993335
Spain,,36,,
Spain,Data Scientist,55,67.0,1.175026306559102
Spain,Automatic Data Processing Planner,35,78.0,1.3679410733076114
Spain,Automatic Data Processing Planner,53,78.0,1.3679410733076114
Spain,,22,,
Spain,Automatic Data Processing Planner,43,78.0,1.3679410733076114
Spain,Data Communications Software Consultant,51,73.0,1.28025254296738
Spain,,48,,
Spain,Data Communications Analyst,50,69.0,1.2101017186951946
Spain,,58,,
Spain,Data Scientist,51,67.0,1.175026306559102
Spain,Data Processing Auditor,49,67.0,1.175026306559102
Spain,Geographic Information Systems Database Administrator (GIS Database Administrator),54,73.0,1.28025254296738
Spain,,27,,
Spain,,31,,
Spain,Data Processing Consultant,33,53.0,0.9294984216064539
Spain,,53,,
Spain,,47,,
Spain,Data Base Design Analyst,24,58.0,1.0171869519466854
Spain,,51,,
Spain,Electronic Data Processing Auditor (EDP Auditor),44,65.0,1.1399508944230095
Spain,,38,,
Spain,,62,,
Spain,Database Coordinator,38,81.0,1.4205541915117503
Spain,,52,,
Spain,Data Warehouse Analyst,34,69.0,1.2101017186951946
Spain,Database Management System Specialist (DBMS Specialist),39,76.0,1.3328656611715188
Spain,,46,,
Spain,Databases Software Consultant,44,44.0,0.7716590669940372
Spain,Computer or Data Processing Systems Consultant,24,88.0,1.5433181339880744
Spain,,45,,
Spain,Data Management Manager,47,7.0,0.12276394247632409
Spain,,23,,
Spain,,25,,
Spain,Geographic Information Systems Data Manager (GIS Data Manager),46,64.0,1.122413188354963
Spain,Data Management Associate,39,72.0,1.2627148368993335
Spain,SQL Database Administrator,60,65.0,1.1399508944230095
Spain,Database Security Administrator,36,71.0,1.2451771308312873
Spain,,42,,
Spain,Internet Database Specialist,42,72.0,1.2627148368993335
Spain,,34,,
Spain,Database Consultant,49,84.0,1.4731673097158893
Spain,Database Engineer,32,77.0,1.350403367239565
Spain,Database Engineer,63,77.0,1.350403367239565
Spain,Database Modeler,53,64.0,1.122413188354963
Spain,SQL Database Administrator,52,65.0,1.1399508944230095
Spain,Scientific Database Curator,46,8.0,0.14030164854437038
Spain,Data Collector,29,9.0,0.1578393546124167
Spain,Director of Data Operations,47,78.0,1.3679410733076114
Spain,,27,,
Spain,SCADA Technician (Supervisory Control and Data Acquisition Technician),52,13.0,0.2279901788846019
Spain,Automatic Data Processing Customer Liaison (ADP Customer Liaison),32,88.0,1.5433181339880744
Spain,,44,,
Spain,Data Compiler,43,16.0,0.28060329708874077
Spain,Database Engineer,63,77.0,1.350403367239565
Spain,Reference Data Expert,37,9.0,0.1578393546124167
Spain,Database Architect,30,72.0,1.2627148368993335
Spain,Data Security Analyst,25,77.0,1.350403367239565
Spain,Survey Data Technician,23,11.0,0.1929147667485093
